,date,Close,Label
0,2019-05-04,5794.140136999999,1
1,2019-05-03,5840.080078,1
2,2019-05-02,5753.379883,0
3,2019-05-01,5500.720215,0
4,2019-04-30,5389.540039,0
5,2019-04-29,5350.640136999999,0
6,2019-04-28,5237.959961,1
7,2019-04-27,5272.450195,1
8,2019-04-26,5229.47998,1
9,2019-04-25,5234.089844,1
10,2019-04-24,5162.669922,1
11,2019-04-23,5454.580078,0
12,2019-04-22,5539.100098,0
13,2019-04-21,5394.669922,0
14,2019-04-20,5305.740234000001,1
15,2019-04-19,5326.180176,0
16,2019-04-18,5295.529785,1
17,2019-04-17,5289.75,0
18,2019-04-16,5236.259765999999,1
19,2019-04-15,5212.810059,0
20,2019-04-14,5037.27002,0
21,2019-04-13,5165.589844,1
22,2019-04-12,5080.660156,1
23,2019-04-11,5081.5,0
24,2019-04-10,5048.560059,0
25,2019-04-09,5318.600098,0
26,2019-04-08,5201.299805,1
27,2019-04-07,5294.089844,0
28,2019-04-06,5201.160156,0
29,2019-04-05,5057.25,1
30,2019-04-04,5047.22998,1
31,2019-04-03,4913.359863000001,1
32,2019-04-02,4976.589844,0
33,2019-04-01,4906.930176,1
34,2019-03-31,4112.689941,0
35,2019-03-31,4112.689941,0
36,2019-03-31,4151.319824,0
37,2019-03-31,4151.319824,0
38,2019-03-31,4112.689941,0
39,2019-03-31,4112.689941,0
40,2019-03-31,4151.319824,0
41,2019-03-31,4151.319824,0
42,2019-03-30,4118.129883,0
43,2019-03-29,4111.379883,1
44,2019-03-28,4036.4499509999996,1
45,2019-03-27,4045.9799799999996,0
46,2019-03-26,3942.219971,0
47,2019-03-25,3924.5500490000004,1
48,2019-03-24,3994.110107,1
49,2019-03-23,4007.209961,0
50,2019-03-22,4000.8400880000004,1
51,2019-03-21,3996.929932,1
52,2019-03-20,4056.75,0
53,2019-03-19,4024.139893,0
54,2019-03-18,3988.850098,1
55,2019-03-17,3998.0,1
